id,sentiment,sentiment_reason,themes
W2147323608,positive,"The text describes the close ties and economic benefits between south Lebanon and northern Palestine, using words like 'traditional', 'close', and 'thrived' to emphasize the positive relationships.","colonialism, settler colonialism, occupation, oppression, refugee, migration, Nakba, Zionism"
W2147668201,neutral,"The title and keywords suggest a neutral tone, focusing on academic analysis and historical context rather than expressing emotional or evaluative language towards Israel.","Zionism, Occupation, Genocide, Settler colonialism, Nation building"
W2147889953,negative,"The text discusses how international law has been used instrumentally and arbitrarily in the Middle East, specifically mentioning Israel as part of a broader discussion about the region being treated as the 'underclass' of the international community. This suggests a negative sentiment towards Israel.","colonialism, settler colonialism, occupation, oppression, racism, Nazism"
W2148402572,neutral,"The text is an academic analysis of humanitarian crises and international relations, with a focus on the Responsibility to Protect doctrine. It does not express strong emotions or opinions, but rather presents a balanced view of the topic.","responsibility, protection, genocide, humanitarianism, war crimes, oppression, refugee, military intervention"
W2148434486,neutral,"The text appears to be a neutral academic analysis of the topic, presenting data and findings without expressing any emotional or evaluative tone towards 'Israel'. The authors' objective language and focus on statistical patterns and community dynamics suggest a lack of sentiment towards Israel.","immigration, migration, refugee, colonialism, settler colonialism, ethnic cleansing, Zionism, ethno-national, racism"
W2148464819,neutral,"The text does not express a clear emotional tone towards 'Israel' itself, but rather provides factual information about the country's occupation of East Jerusalem and its implications for Palestinian residents.","colonialism, settlement colonialism, occupation, oppression, resistance, ethnic cleansing, Nakba, Zionism"
W2148687024,neutral,"The text does not express a clear positive or negative opinion about Israel. The focus is on the class origins of Zionist ideology and its colonialist features, but it does not explicitly mention Israel as a country. The term 'Zionist movement' is used to refer to the historical period leading up to the creation of the State of Israel, but there is no sentiment expressed towards the modern Israeli state.","colonialism, settler colonialism, occupation, oppression, Zionism"
W2149065786,neutral,"The text does not express a clear opinion or emotion towards 'Israel', it appears to be an academic review of a book about musical encounters between Israelis and Palestinians, providing factual information and analysis without taking a stance or showing a sentiment.","occupation, oppression, resistance, colonialism, settler colonialism, apartheid, Zionism, Nakba, antisemitism, anti-Zionism"
W2149312238,neutral,"The text appears to be a neutral academic analysis of Israeli democracy, without any apparent emotional tone or bias towards 'Israel' as a country.","democracy, nation building, liberalism, peace, tolerance"
W2149341087,negative,"The text expresses concerns about the threats to national unity, ethnic-cultural gaps, and atomization of society in Israel, indicating a negative tone towards the country.","nation building, liberalism, democracy, peace, tolerance, occupation, oppression"
W2149377344,neutral,"The text appears to be a neutral academic analysis of the relationship between Latin America and the Arab-Israeli conflict, presenting historical context and diplomatic developments without expressing a clear opinion or emotion.","colonialism, occupation, oppression, resistance, war crimes, Nakba, Zionism, antisemitism"
W2149872582,negative,"The text mentions various forms of violence and mistreatment towards Arabs by Israeli soldiers, settlers, and authorities, such as beatings, humiliation, expropriation of land, and torture, which contributes to a negative sentiment towards Israel.","colonialism, settler colonialism, occupation, oppression, war crimes, racism, Zionism, Nakba"
